nom du fichier des données,nom du fichier des reqûetes,nombre de triplets RDF,nombre de requêtes,"temps de lecture des données (ms) ",temps de lecture des requêtes (ms),temps création dico (ms),nombre d’index,temps de création des index (ms),temps total d’évaluation du workload (ms),temps total (du début à la fin du programme) (ms)
data/dataset/1M.nt,data/queries/queries-031221-0121.queryset,1071791,13000,15661.991659,2249.631336999999,963.6002730004386,6,7616.547793999894,5019.158619999999,23708.691049
